person_detail_id_new,school_id_new,lea_id_new,race_id,grade,lep_enrolled,iep_enrolled,cum_gpa,absence_count_unexcused,absence_count_excused,core_gpa,num_f,academic_year_id
20528,30,2,5,6,N,Y,3,1,15,3,0,11
20529,11,1,5,6,N,N,3.96429,1,10,3.94167,0,11
20530,72,16,5,9,N,N,2.89583,54,12,2.84167,1,12
20531,0,1,8,NULL,N,N,NULL,0,0,NULL,0,11
20532,76,15,5,8,N,N,NULL,2,0,NULL,0,11
20533,52,17,5,8,N,N,0,0,0,NULL,0,12
20534,66,12,2,9,N,N,3.00909,13,1,3.06,0,12
20535,11,1,5,7,N,N,1.76667,2,3,1.76667,2,12
20536,23,17,5,11,N,N,0,1,1,NULL,0,12
20537,6,12,2,8,N,N,NULL,0,0,NULL,0,11
20538,36,10,5,7,N,N,3.4875,4,5,3.16667,0,12
20539,35,17,5,10,N,N,0,0,0,NULL,0,12
20540,7,9,4,7,N,N,2.55909,2,0,2.05833,2,12
20541,8,1,5,8,N,N,2.8,7,7,2.8,0,12
20542,15,1,5,7,N,N,3.50357,0,2,3.16667,0,11
20543,22,9,5,6,N,N,3.45926,5,3,3.16,0,12
20544,31,16,5,8,N,N,3.89167,4,5,3.84167,0,11
20545,20,17,5,6,N,N,0,0,0,NULL,0,12
20546,41,15,5,9,N,N,0,0,0,NULL,0,12
20547,55,10,5,8,N,N,3.6087,4,5,3.69231,0,12
20548,36,10,9,7,N,N,3.33333,1,1,3.15385,0,11
20549,26,14,7,9,N,N,3.56667,4,0,3.56667,0,12
20550,51,10,5,6,N,N,2.49565,0,0,2.03333,0,11
20551,2,14,5,8,N,Y,2.16786,7,10,1.28333,9,11
20552,12,17,5,10,N,N,0,0,0,NULL,0,12
20553,74,3,5,7,N,N,3.34,0,9,2.62857,0,12
20554,6,12,5,8,N,N,NULL,0,0,NULL,0,11
20555,55,10,5,7,N,N,3.84,5,7,4,0,12
20556,52,17,5,6,N,N,0,0,0,NULL,0,12
20557,76,15,5,8,N,Y,NULL,6,9,NULL,0,11
20558,28,14,5,8,N,Y,1.66429,9,7,0.7,12,11
20559,36,10,5,7,N,N,3.95833,3,0,3.91667,0,12
20560,23,17,5,11,N,N,0,3,0,NULL,0,12
20561,16,10,2,6,N,N,3.41667,7,25,3.75,0,12
20562,0,9,8,NULL,N,N,NULL,0,0,NULL,0,11
20563,15,1,5,6,N,N,3.28333,5,1,3.28333,0,12
20564,24,12,5,9,N,N,0.5,25,11,1,4,12
20565,7,9,2,6,N,N,2.35455,8,1,1.75833,5,12
20566,32,21,5,8,N,N,3.58333,0,0,3.33333,0,11
20567,17,19,5,7,N,N,3.0625,5,0,2.59167,0,12
20568,17,19,5,7,N,N,3.22083,9,3,2.91667,0,12
20569,7,9,5,7,N,N,3.74,0,7,3.65,0,12
20570,22,9,5,6,N,N,2.16667,2,2,2.16667,0,11
20571,53,9,5,7,N,N,NULL,0,0,NULL,0,11
20572,55,10,5,7,N,N,3.75,0,0,3.58333,0,11
20573,69,2,9,6,N,N,3.83333,1,0,3.83333,0,11
20574,58,7,5,7,N,N,3.94242,9,0,3.90952,0,11
20575,22,9,5,6,N,N,2.61538,0,0,2.61538,0,11
20576,57,21,5,8,N,N,3,0,0,2.53846,0,11
20577,57,21,5,8,N,N,1.70833,0,0,1.28571,5,11
20578,23,17,5,11,N,N,0,0,0,NULL,0,12
20579,11,1,5,6,N,N,3.61667,2,6,3.61667,0,12
20580,11,1,5,7,N,N,3.23929,7,8,2.85833,1,11
20581,20,17,2,8,N,N,0,2,0,NULL,0,12
20582,12,17,2,9,N,N,0,4,2,NULL,0,12
20583,20,17,5,8,N,N,0,0,2,NULL,0,12
20584,0,3,8,NULL,N,N,NULL,0,0,NULL,0,11
20585,53,9,5,7,N,N,3.66667,3,1,3.66667,0,11
20586,76,15,9,8,N,N,NULL,16,30,NULL,0,11
20587,58,7,5,7,N,N,3.69697,10,0,3.55238,0,11
20588,0,1,8,NULL,N,N,NULL,0,0,NULL,0,0
20589,22,9,2,6,N,N,2.47143,1,0,2.22727,3,12
20590,7,9,2,6,N,N,2.41667,41,4,2.41667,2,11
20591,42,12,5,8,N,N,NULL,0,0,NULL,0,11
20592,3,12,4,8,N,N,NULL,0,0,NULL,0,11
20593,51,10,9,6,N,N,2.875,6,0,2.53846,0,11
20594,3,12,4,8,N,N,NULL,0,0,NULL,0,11
20595,16,10,9,6,N,N,3.64516,0,0,3.5,0,11
20596,8,1,5,7,N,N,3.89286,1,8,3.83333,0,11
20597,53,9,5,8,N,N,3.84762,0,3,3.75833,0,12
20598,49,10,5,7,N,N,3.82143,1,3,3.69231,0,12
20599,60,21,1,9,N,N,3.4,10,0,3.15,0,12
20600,22,9,5,6,N,N,3.83333,0,0,3.83333,0,11
20601,55,10,2,8,N,N,3.48,3,0,3.30769,0,12
20602,57,21,5,8,N,N,3.66667,0,0,3.5,0,11
20603,35,17,5,12,N,N,0,1,1,NULL,0,12
20604,41,15,5,9,N,N,0,0,0,NULL,0,12
20605,8,1,5,8,N,N,3.26667,1,8,3.26667,0,12
20606,36,10,9,6,N,N,4,3,2,4,0,12
20607,7,9,5,7,N,N,NULL,0,0,NULL,0,11
20608,36,10,5,6,N,N,4,6,9,4,0,12
20609,51,10,5,8,N,N,3.54167,0,0,3.41667,0,12
20610,73,21,5,8,N,N,3.83333,0,0,3.66667,0,11
20611,55,10,5,7,N,N,2.492,1,0,2.02308,0,12
20612,40,21,5,9,N,N,2.73125,34,16,2.625,2,12
20613,11,1,5,8,N,Y,3.18889,1,7,3.18889,0,12
20614,7,9,5,7,N,N,3.83333,3,3,3.83333,0,11
20615,52,17,2,6,N,N,0,0,0,NULL,0,12
20616,60,21,5,9,N,N,1.75,29,0,1.325,2,12
20617,24,12,5,9,N,N,2.66667,6,3,2,1,12
20618,55,10,4,8,N,Y,1.7037,1,3,2.08333,1,12
20619,17,19,5,6,N,N,3.94583,6,1,3.89167,0,12
20620,12,17,2,11,N,N,0,1,0,NULL,0,12
20621,0,7,8,NULL,N,N,NULL,0,0,NULL,0,11
20622,20,17,4,6,N,N,0,0,0,NULL,0,12
20623,27,22,5,6,N,N,3.63636,4,0,3.42857,0,12
20624,16,10,9,7,N,N,2.125,0,4,0.75,9,11
20625,23,17,5,9,N,N,0,0,4,NULL,0,12
20626,39,21,5,8,N,N,3.91667,0,0,3.83333,0,11
20627,36,10,5,6,N,N,3.91667,0,2,3.84615,0,12
20628,49,10,5,7,N,N,3.58333,1,0,3.38462,0,12
20629,17,19,5,8,N,N,3.79583,1,11,3.65,0,12
20630,75,4,9,6,N,N,3.58333,5,1,3.625,0,11
20631,74,3,7,6,N,N,2.45,0,0,2.45,0,11
20632,56,5,7,7,N,N,3.1,6,9,3.0375,0,11
20633,53,9,2,7,N,N,1.0963,1,1,0.7,10,12
20634,18,1,5,7,N,N,4,0,2,4,0,11
20635,46,14,5,8,N,N,1.15,7,11,0.08333,15,11
20636,38,13,5,6,N,N,3.79524,1,8,3.975,0,12
20637,0,2,8,NULL,N,N,NULL,0,0,NULL,0,11
20638,72,16,5,9,N,N,0.6913,161,20,0.57273,16,12
20639,15,1,5,7,N,N,3.89643,1,1,3.75833,0,11
20640,49,10,5,7,N,N,2.64286,4,0,2.23077,4,12
20641,58,7,5,7,N,N,3.9,3,1,3.85714,0,11
20642,10,17,4,6,N,N,0,0,0,NULL,0,12
20643,52,17,5,6,N,N,0,0,0,NULL,0,12
20644,11,1,5,6,N,N,3.52857,0,5,3.33333,0,11
20645,12,17,2,12,N,N,0,0,1,NULL,0,12
20646,17,19,5,6,N,N,3.60333,9,8,3.42778,0,11
20647,17,19,5,6,N,N,3.75,2,2,3.58333,0,12
20648,35,17,5,10,N,N,0,5,2,NULL,0,12
20649,39,21,5,8,N,N,3.65217,0,0,3.66667,0,11
20650,12,17,5,11,N,N,0,1,1,NULL,0,12
20651,17,19,9,6,N,N,3.48667,1,0,3.23889,0,11
20652,43,13,5,8,N,N,3.89444,8,10,3.84167,0,12
20653,67,2,5,7,N,N,3.92,2,1,3.9,0,12
20654,56,5,5,7,N,N,3.488,7,0,3.19231,0,12
20655,18,1,5,8,N,N,3.93333,0,3,3.93333,0,12
20656,15,1,5,7,N,N,2.68333,5,0,2.68333,0,12
20657,22,9,5,7,N,N,2.376,5,2,2.59167,2,12
20658,55,10,9,7,N,N,3.95833,0,0,3.91667,0,11
20659,35,17,5,11,N,N,0,1,0,NULL,0,12
20660,51,10,5,8,N,N,3.5,8,1,3.25,0,12
20661,24,12,4,9,N,N,3.575,5,2,3.3,0,12
20662,15,1,5,7,N,N,NULL,1,7,NULL,0,12
20663,51,10,5,6,N,N,3.75,0,0,3.75,0,11
20664,8,1,5,6,N,N,3.92857,2,7,3.83333,0,11
20665,36,10,5,7,N,N,2.875,6,2,2.61538,0,12
20666,8,1,5,6,N,N,3.775,4,3,3.59167,0,11
20667,31,16,5,8,N,N,3.97083,6,0,3.94167,0,11
20668,23,17,5,12,N,N,0,5,0,NULL,0,12
20669,36,10,5,6,N,N,2.75,5,2,2.53846,0,11
20670,53,9,5,6,N,N,2.16667,0,8,2.16667,0,11
20671,11,1,9,6,N,Y,3.55357,0,1,3.65,1,11
20672,36,10,5,7,N,N,2.58333,7,4,2.75,0,12
20673,38,13,5,6,N,N,4,0,0,4,0,11
20674,72,16,5,9,N,N,1.775,61,10,1.66667,6,12
20675,51,10,5,7,N,N,3.70833,8,10,3.61538,0,11
20676,73,21,1,8,N,N,3.85714,0,0,3.75,0,11
20677,58,7,5,6,N,N,3.27419,4,2,3.52,0,12
20678,49,10,4,6,N,N,3.125,7,2,3,0,11
20679,18,1,5,7,N,N,4,2,0,4,0,11
20680,7,9,5,8,N,N,3.66667,6,7,3.47143,0,12
20681,51,10,5,6,N,N,3.83333,0,0,3.75,0,11
20682,16,10,2,7,N,N,2.78125,0,0,1.83333,1,11
20683,52,17,5,8,N,N,0,0,0,NULL,0,12
20684,58,7,5,7,N,N,3.1,3,1,3.29286,0,12
20685,36,10,5,7,N,N,3.5,4,5,3.41667,0,12
20686,13,23,5,9,N,N,NULL,18,4,NULL,0,12
20687,69,2,5,6,N,N,2.03636,0,2,2.35455,0,12
20688,53,9,5,7,N,N,2.4619,6,5,2.55,2,12
20689,9,5,5,6,N,N,3.25217,3,6,2.95,0,12
20690,0,4,8,NULL,N,N,NULL,0,0,NULL,0,0
20691,49,10,5,8,N,Y,3.31034,6,1,3.53846,0,12
20692,17,19,5,6,N,Y,3.73333,5,1,3.66111,0,11
20693,17,19,5,7,N,N,3.40417,9,3,3.16667,0,12
20694,12,17,5,12,N,N,0,0,0,NULL,0,12
20695,24,12,5,9,N,N,3.175,3,0,2.9,0,12
20696,53,9,5,7,N,N,3.2,0,0,3.2,0,11
20697,20,17,5,7,N,N,0,0,0,NULL,0,12
20698,10,17,2,8,N,N,0,0,1,NULL,0,12
20699,53,9,4,6,N,N,1.97826,5,6,1.225,4,12
20700,55,10,5,6,N,N,3.61538,3,6,3.53846,0,11
20701,75,4,5,6,N,N,3.91875,5,1,3.9,0,11
20702,11,1,9,8,Y,N,1.06667,10,8,1.06667,3,12
20703,26,14,7,9,N,N,1.88333,3,6,1.88333,1,12
20704,69,2,5,6,N,Y,4,0,0,4,0,11
20705,11,1,5,7,N,N,3.37143,1,0,2.86667,1,11
20706,7,9,4,7,N,N,2.76667,4,4,2.89167,1,12
20707,45,14,7,9,N,N,3.4,1,2,3.4,0,12
20708,22,9,5,7,N,N,3.17826,5,1,2.91818,2,12
20709,12,17,5,10,N,N,0,0,1,NULL,0,12
20710,22,9,5,6,N,N,1.92308,0,0,1.92308,4,11
20711,20,17,5,8,N,N,0,0,0,NULL,0,12
20712,66,12,5,9,N,N,2.71429,4,1,1.43333,1,12
20713,53,9,4,7,N,N,2.75714,1,3,2.39231,3,12
20714,18,1,5,6,N,N,3.5,5,0,3.5,0,12
20715,22,9,5,7,N,N,NULL,0,0,NULL,0,11
20716,16,10,9,7,N,N,3.86667,0,0,3.75,0,11
20717,23,17,5,11,N,N,0,1,0,NULL,0,12
20718,53,9,2,8,N,N,1.40417,5,2,0.83333,12,12
20719,55,10,5,6,N,N,3.8,4,11,3.91667,0,12
20720,23,17,5,9,N,N,0,3,1,NULL,0,12
20721,67,2,5,7,N,Y,3.66667,0,3,3.66667,0,11
20722,51,10,1,6,N,N,3.79167,3,2,3.66667,0,12
20723,66,12,5,9,N,N,2.59,0,0,2.18571,2,12
20724,19,11,6,9,N,N,3.3375,12,2,3.175,0,12
20725,16,10,5,6,N,N,3.45161,0,0,3.1875,0,11
20726,11,1,9,7,Y,N,2.38333,1,0,2.38333,1,12
20727,60,21,9,9,N,N,3.225,30,0,2.9875,0,12
20728,26,14,7,9,N,N,2.2125,5,31,2.2125,0,12
20729,41,15,5,9,N,N,0,0,0,NULL,0,12
20730,49,10,5,7,N,N,3.28571,0,0,2.92308,0,11
20731,18,1,9,8,Y,Y,0.725,8,4,0.725,6,12
20732,55,10,5,8,N,N,3.54167,0,0,3.5,0,12
20733,15,1,4,6,N,N,2.15357,8,8,1.33333,8,11
20734,22,9,2,7,N,N,2.9125,5,0,3.025,0,12
20735,20,17,5,6,N,N,0,0,0,NULL,0,12
20736,67,2,5,7,N,Y,3.29333,11,0,3.2,0,12
20737,55,10,5,6,N,Y,1.21212,8,0,0.64286,6,12
20738,36,10,3,7,N,N,2.66667,0,0,2,0,12
20739,7,9,5,7,N,N,3.105,14,2,3.2,0,12
20740,15,1,5,7,N,N,1.825,4,5,1.825,1,12
20741,13,23,5,9,N,N,NULL,101,31,NULL,0,12
20742,70,6,4,8,N,N,1.9125,11,1,1.9125,2,11
20743,10,17,5,6,N,N,0,1,9,NULL,0,12
20744,10,17,5,6,N,N,0,2,0,NULL,0,12
20745,3,12,2,8,N,N,NULL,0,0,NULL,0,11
20746,23,17,5,9,N,N,0,20,1,NULL,0,12
20747,60,21,5,9,N,N,3.98125,27,2,3.9625,0,12
20748,17,19,5,6,N,N,3.81667,0,0,3.72778,0,11
20749,25,4,5,6,N,N,3.33571,8,11,3.39167,1,11
20750,25,4,9,6,N,N,3.5625,18,0,3.5625,0,12
20751,71,21,5,9,N,N,3.25,55,27,2.9625,0,12
20752,33,22,5,7,N,N,2.82941,0,5,2.28333,0,12
20753,46,14,5,8,N,N,2.76786,8,0,2.05,1,11
20754,18,1,5,7,N,N,2.88333,3,6,2.88333,1,12
20755,31,16,5,8,N,N,1.48947,5,3,1.14444,9,11
20756,41,15,5,9,N,N,0,0,0,NULL,0,12
20757,32,21,5,8,N,N,3.91667,1,0,3.83333,0,11
20758,17,19,5,7,N,N,3.28667,4,0,3.01667,0,11
20759,2,14,9,8,Y,N,3.11071,2,1,2.69167,0,11
20760,52,17,2,8,N,N,0,0,0,NULL,0,12
20761,26,14,7,9,N,N,2.2375,7,0,2.2375,1,12
20762,32,21,5,8,N,N,3,0,0,2.16667,0,11
20763,74,3,5,6,N,Y,0.625,0,0,0.625,4,11
20764,6,12,5,8,N,N,NULL,0,0,NULL,0,11
20765,35,17,5,12,N,N,0,1,2,NULL,0,12
20766,61,21,5,9,N,N,3.94375,5,2,3.91,0,12
20767,64,22,5,8,N,N,NULL,0,0,NULL,0,12
20768,67,2,5,8,N,N,3.225,5,3,2.98889,0,12
20769,11,1,5,7,N,N,1.5375,4,2,1.5375,3,12
20770,17,19,5,7,N,N,3.74583,8,0,3.63333,0,12
20771,9,5,7,7,N,N,2.11875,0,0,1.77273,11,11
20772,52,17,5,6,N,N,0,0,0,NULL,0,12
20773,11,1,5,7,N,N,2.01071,1,0,1,7,11
20774,68,14,7,9,N,N,1.56667,22,0,1.56667,2,12
20775,3,12,9,8,N,N,NULL,0,0,NULL,0,11
20776,76,15,5,8,N,N,NULL,1,23,NULL,0,11
20777,52,17,5,6,N,N,0,0,0,NULL,0,12
20778,18,1,5,7,N,N,3.83333,0,2,3.83333,0,12
20779,17,19,5,7,N,N,3.90833,2,2,3.84167,0,12
20780,3,12,5,8,N,N,NULL,0,0,NULL,0,11
20781,42,12,5,8,N,N,NULL,0,0,NULL,0,11
20782,61,21,5,9,N,N,1.44706,12,61,0.65,5,12
20783,11,1,5,6,N,N,3.98929,2,2,3.975,0,11
20784,15,1,5,6,N,N,3.85,1,6,3.675,0,11
20785,0,1,8,NULL,N,N,NULL,0,0,NULL,0,11
20786,36,10,5,8,N,N,3.75,4,5,3.58333,0,12
20787,0,1,8,NULL,N,N,NULL,0,0,NULL,0,11
20788,16,10,5,7,N,N,3.19444,5,2,3.33333,0,12
20789,11,1,9,7,N,N,3.18333,2,7,3.18333,0,12
20790,3,12,5,8,N,N,NULL,0,0,NULL,0,11
20791,41,15,5,9,N,N,0,0,0,NULL,0,12
20792,20,17,5,6,N,N,0,1,0,NULL,0,12
20793,40,21,1,9,N,N,3.73125,4,0,3.74,0,12
20794,74,3,5,7,N,N,2.44375,6,10,2.44375,1,11
20795,5,14,5,8,N,N,3.86071,3,5,3.80833,0,11
20796,51,10,5,6,N,N,3,0,0,2.5,0,11
20797,8,1,5,7,N,N,3.55,2,1,3.55,0,12
20798,41,15,5,9,N,N,0,0,0,NULL,0,12
20799,74,3,4,6,N,N,3.0875,0,0,3.0875,0,11
20800,64,22,5,7,N,N,3.4,5,10,3.32857,0,12
20801,52,17,2,7,N,N,0,0,0,NULL,0,12
20802,26,14,7,9,N,N,0.43333,7,22,0.43333,4,12
20803,18,1,5,6,N,N,2.95357,0,0,2.35833,1,11
20804,8,1,5,6,N,N,2.51429,0,2,1.76667,0,11
20805,7,9,2,6,N,N,1.33333,2,32,1.33333,5,11
20806,16,10,5,7,N,N,2.59375,0,0,1.58333,2,11
20807,22,9,2,6,N,N,3.61905,1,3,3.81818,0,12
20808,41,15,5,9,N,N,0,0,0,NULL,0,12
20809,4,14,7,9,N,N,2.38333,5,46,2.38333,1,12
20810,46,14,5,8,N,N,1.67308,5,6,0.64167,9,11
20811,16,10,5,8,N,N,3.16667,3,0,3.08333,0,12
20812,17,19,5,7,N,N,3.71667,4,0,3.57778,0,11
20813,11,1,5,7,N,N,0.75,13,6,0.75,3,12
20814,0,3,8,NULL,N,N,NULL,0,0,NULL,0,0
20815,73,21,5,8,N,N,4,0,5,4,0,11
20816,11,1,5,7,N,N,3,4,3,2.725,3,11
20817,43,13,5,7,N,N,1.5,0,0,1.5,2,11
20818,17,19,5,6,N,N,2.6625,7,2,2.025,2,12
20819,53,9,5,8,N,N,3.25909,3,5,2.80833,0,12
20820,18,1,5,7,N,N,3.93214,0,0,3.86667,0,11
20821,36,10,9,6,N,N,3.16667,0,0,3.07692,0,11
20822,16,10,9,6,N,N,2.8913,1,0,2.94444,0,12
20823,1,22,5,7,N,Y,3.5175,2,7,3.15,0,11
20824,26,14,7,9,N,N,3.61667,4,7,3.61667,0,12
20825,57,21,5,8,N,N,3,0,0,2.41667,1,11
20826,6,12,5,8,N,N,NULL,0,0,NULL,0,11
20827,67,2,5,7,N,N,3.50714,2,1,3.34444,0,12
20828,50,8,9,9,N,N,2.99167,64,7,2.28333,1,12
20829,35,17,5,12,N,N,0,3,0,NULL,0,12
20830,58,7,9,7,N,N,2.22222,5,5,1.90714,0,12
20831,49,10,5,7,N,N,2.89286,4,0,2.61538,1,12
20832,68,14,7,9,N,N,2.78333,12,4,2.78333,0,12
20833,7,9,5,8,N,N,2.90556,0,0,2.2,2,12
20834,51,10,5,6,N,N,3.5,0,0,3.41667,0,11
20835,20,17,5,6,N,N,0,0,0,NULL,0,12
20836,49,10,9,7,N,N,3.16667,1,1,2.61538,0,12
20837,22,9,4,6,N,N,1.30769,0,0,1.30769,11,11
20838,67,2,9,7,N,N,2.75,10,22,2.75,1,11
20839,68,14,7,9,Y,N,1.3,11,6,1.3,4,12
20840,19,11,6,9,N,N,2.06875,2,4,1.4625,4,12
20841,53,9,5,7,N,N,2.07692,57,19,2.07692,2,11
20842,22,9,5,6,N,N,2.2913,5,5,1.19167,6,12
20843,35,17,9,9,N,N,0,0,0,NULL,0,12
20844,16,10,9,6,N,N,3.44444,0,0,3.66667,0,12
20845,2,14,5,8,N,N,3.02857,6,6,2.175,1,11
20846,0,1,8,NULL,N,N,NULL,0,0,NULL,0,0
20847,53,9,5,6,N,N,3.7375,3,2,3.58333,0,12
20848,55,10,5,8,N,N,3.8,1,2,3.58333,0,12
20849,51,10,9,7,N,N,2.83333,3,1,2.71429,0,12
20850,18,1,5,7,N,N,0.83333,1,1,0.83333,3,12
20851,16,10,5,8,N,N,2.66667,0,0,1.75,1,12
20852,51,10,5,7,N,N,3.95833,0,0,4,0,11
20853,18,1,5,8,N,N,3.68333,1,4,3.68333,0,12
20854,8,1,5,7,N,N,3.925,1,1,3.925,0,12
20855,39,21,2,8,N,N,3.16667,1,2,3,0,11
20856,15,1,5,7,N,N,4,0,3,4,0,11
20857,46,14,5,8,N,Y,3.87857,5,0,3.85833,0,11
20858,53,9,9,8,N,N,3.93333,1,0,3.9,0,12
20859,0,1,8,NULL,N,N,NULL,0,0,NULL,0,11
20860,50,8,5,9,N,N,2.77083,69,8,2.875,1,12
20861,15,1,5,7,N,N,2.35,0,0,2.35,0,12
20862,22,9,2,8,N,N,1.43913,21,5,1.14167,13,12
20863,51,10,5,6,N,N,2,9,16,1.76923,1,11
20864,32,21,5,8,N,N,3.70833,0,0,3.58333,0,11
20865,22,9,5,6,N,N,4,12,4,4,0,11
20866,15,1,5,8,N,N,2.225,1,9,2.225,0,12
20867,16,10,2,7,N,N,2.3125,0,0,1.375,5,11
20868,15,1,5,8,N,N,3.75,5,0,3.75,0,12
20869,67,2,5,7,N,N,4,5,0,4,0,12
20870,74,3,7,7,N,N,3.28,9,13,3.28,0,11
20871,52,17,5,8,N,N,0,0,0,NULL,0,12
20872,12,17,5,9,N,N,0,2,3,NULL,0,12
20873,8,1,9,7,N,N,3.02857,3,0,2.39167,1,11
20874,20,17,5,6,N,N,0,0,1,NULL,0,12
20875,41,15,5,9,N,N,0,0,0,NULL,0,12
20876,18,1,5,8,N,Y,1.84167,9,4,1.84167,2,12
20877,22,9,5,7,N,N,3.07692,0,0,3.07692,0,11
20878,51,10,5,6,N,N,4,0,11,4,0,12
20879,55,10,5,8,N,N,3.625,7,1,3.33333,0,12
20880,49,10,5,8,N,N,3.77778,1,0,3.61538,0,12
20881,7,9,5,7,N,N,2.95556,0,1,2.78,0,12
20882,7,9,5,8,N,N,1.04063,8,0,0.66667,8,12
20883,0,1,8,NULL,N,N,NULL,0,0,NULL,0,0
20884,17,19,5,7,N,Y,2.116,10,0,2.05625,6,11
20885,11,1,5,6,N,Y,3.45,0,10,3.45,0,12
20886,8,1,5,7,N,N,3.42143,7,3,3.1,0,11
20887,51,10,9,7,N,N,3,1,0,2.66667,0,11
20888,18,1,9,8,Y,N,3.88889,2,1,3.88889,0,12
20889,73,21,5,8,N,Y,2.63636,0,0,2.41667,0,11
20890,74,3,5,7,N,N,3.76,0,40,3.55,0,12
20891,74,3,5,6,N,N,2.8,0,0,2.8,0,11
20892,10,17,5,8,N,N,0,4,1,NULL,0,12
20893,20,17,4,7,N,N,0,1,0,NULL,0,12
20894,18,1,5,7,N,N,3.71429,0,3,3.41667,0,11
20895,61,21,5,9,N,N,2.45,21,6,0,2,12
20896,67,2,5,7,N,N,4,0,3,4,0,11
20897,23,17,5,10,N,N,0,2,0,NULL,0,12
20898,36,10,9,8,N,N,3.75,1,0,3.61538,0,12
20899,68,14,7,9,N,N,3.95,16,5,3.95,0,12
20900,67,2,5,8,N,N,2.475,13,10,2.33333,3,12
20901,4,14,7,9,N,N,1.61667,0,1,1.61667,2,12
20902,55,10,5,7,N,Y,2.54167,0,0,2.15385,0,11
20903,11,1,5,8,N,N,3.01111,4,8,3.01111,0,12
20904,45,14,7,9,N,N,2.25,0,21,2.25,0,12
20905,52,17,5,8,N,N,0,0,0,NULL,0,12
20906,51,10,5,6,N,N,3.83333,0,0,3.91667,0,11
20907,74,3,7,7,N,N,1.75,7,1,1.75,1,11
20908,26,14,7,9,Y,N,3.61667,13,2,3.61667,0,12
20909,12,17,2,9,N,N,0,10,2,NULL,0,12
20910,17,19,5,6,N,N,2.97667,0,2,2.76667,0,11
20911,45,14,7,9,N,N,1.25,51,28,1.25,4,12
20912,24,12,5,9,N,N,0,0,0,NULL,0,12
20913,23,17,5,11,N,N,0,2,0,NULL,0,12
20914,32,21,5,8,N,N,3.04167,0,0,2.25,2,11
20915,22,9,5,6,N,N,2.88889,22,2,2.71538,1,12
20916,32,21,9,8,N,N,2.79167,5,0,2.38462,0,11
20917,70,6,5,8,N,N,3.925,2,0,3.925,0,11
20918,16,10,5,7,N,N,2.83333,0,0,1.91667,2,11
20919,9,5,5,6,N,N,2.78261,4,0,2.25,0,12
20920,17,19,5,8,N,N,3.575,10,0,3.25833,1,12
20921,22,9,5,6,N,N,1.975,2,2,1,4,12
20922,38,13,5,6,N,N,2.33333,0,0,2.33333,0,11
20923,15,1,5,7,N,Y,1.28333,0,1,1.28333,2,12
20924,43,13,5,7,N,N,2.98333,5,5,2.55833,2,12
20925,10,17,5,8,N,N,0,0,0,NULL,0,12
20926,22,9,5,6,N,N,1.61538,0,0,1.61538,5,11
20927,62,12,5,9,N,N,0.83333,11,0,0,9,12
20928,55,10,4,7,N,N,3.7625,13,10,3.525,0,12
20929,41,15,5,9,N,N,0,0,0,NULL,0,12
20930,36,10,5,6,N,N,3.5,0,0,3.15385,0,12
20931,66,12,5,9,N,N,0.39091,39,6,0,9,12
20932,52,17,5,8,N,N,0,0,0,NULL,0,12
20933,0,4,8,NULL,N,N,NULL,0,0,NULL,0,0
20934,36,10,5,7,N,N,3.875,6,9,3.91667,0,12
20935,10,17,5,7,N,N,0,2,0,NULL,0,12
20936,53,9,5,7,N,N,3.16667,0,0,3.16667,0,11
20937,67,2,5,8,N,Y,2.54375,3,2,2.92222,1,12
20938,55,10,1,7,N,N,3.5,0,0,3.33333,0,11
20939,42,12,5,8,N,N,NULL,0,0,NULL,0,11
20940,12,17,2,12,N,N,0,0,0,NULL,0,12
20941,72,16,5,9,N,N,0.94583,26,25,0.33333,17,12
20942,51,10,5,6,N,N,3.04167,0,0,2.69231,0,11
20943,74,3,5,6,N,N,3.8,5,2,3.8,0,11
20944,17,19,5,7,N,N,3.78421,5,1,3.65833,0,12
20945,55,10,5,7,N,N,3.72,3,0,3.41667,0,12
20946,0,1,8,NULL,N,N,NULL,0,0,NULL,0,0
20947,52,17,5,6,N,N,0,0,0,NULL,0,12
20948,55,10,5,7,N,N,3.20833,5,1,2.66667,0,11
20949,7,9,5,8,N,N,3.38947,4,3,3.24,0,12
20950,22,9,5,7,N,N,2.41667,5,7,2.41667,4,11
20951,6,12,5,8,N,N,NULL,0,0,NULL,0,11
20952,17,19,5,7,N,N,2.85833,10,9,2.44167,0,12
20953,73,21,5,8,N,N,2.39286,0,0,1.71429,0,11
20954,28,14,5,8,N,N,4,1,0,4,0,11
20955,15,1,5,8,N,Y,3.05833,3,3,3.05833,1,12
20956,18,1,5,7,N,N,3.90357,0,2,3.775,0,11
20957,8,1,5,7,N,N,3.9,3,5,3.9,0,12
20958,11,1,5,7,N,N,3.85,4,4,3.675,0,11
20959,76,15,5,8,N,N,NULL,0,4,NULL,0,11
20960,11,1,5,7,N,N,3.69643,5,7,3.50833,0,11
20961,36,10,5,7,N,N,3.625,0,0,3.61538,0,11
20962,35,17,5,12,N,N,0,0,0,NULL,0,12
20963,75,4,9,6,N,N,2.99167,6,1,2.99167,0,12
20964,16,10,5,7,N,N,3.86667,0,0,3.91667,0,11
20965,32,21,5,8,N,N,3.41667,0,0,3.08333,0,11
20966,22,9,9,6,N,N,2.83333,3,0,2.09091,1,12
